CityName,RegionName,Address,DeptNm,BranchNm,Longitude,Latitude,direct,limit
宜蘭縣,南澳鄉,台9線137K+295m至141K+458m(谷風隧道),宜蘭縣政府警察局,蘇澳分局,121.77798,24.365217,南北雙向(區間測速),70
宜蘭縣,南澳鄉,台9線130k+347m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.780174,24.426088,北上方向,70
宜蘭縣,南澳鄉,台9線130k+492m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78068,24.42525,南下方向,70
宜蘭縣,南澳鄉,台9線135K+910m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78324,24.377888,南下方向,70
宜蘭縣,南澳鄉,台9線135K+841m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.7837,24.378277,北上方向,70
宜蘭縣,南澳鄉,台9線133k+289m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78592,24.401218,南下方向,70
宜蘭縣,南澳鄉,台9線133k+174m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.78618,24.401888,北上方向,70
宜蘭縣,南澳鄉,台9線123k+570m南澳段北上,宜蘭縣政府警察局,蘇澳分局,121.80645,24.46758,南北雙向,50
宜蘭縣,南澳鄉,南澳鄉台9線110k+960m至蘇澳鎮台9線108k+224m(東澳隧道),宜蘭縣政府警察局,蘇澳分局,121.836655,24.536793,南北雙向(區間測速),70
宜蘭縣,南澳鄉,台9線110k+300m東澳隧道北上,宜蘭縣政府警察局,蘇澳分局,121.83988,24.547905,北上方向,70
新竹縣,竹北市,西濱路一段與西濱路二段265巷口(台61線),新竹縣政府警察局,竹北分局,120.95324,24.86839,北往南,70
新竹縣,竹北市,溪洲路與新溪街口,新竹縣政府警察局,竹北分局,120.98258,24.83195,南往北,50
新竹縣,竹北市,中華路與中華路1483巷口,新竹縣政府警察局,竹北分局,120.99416,24.85875,南北雙向,60
新竹縣,竹北市,中華路與興隆路口,新竹縣政府警察局,竹北分局,120.9974,24.82592,南北雙向,50
新竹縣,竹北市,中華路與鳳岡路口南下,新竹縣政府警察局,竹北分局,121.00192,24.85527,北往南,60
新竹縣,竹北市,中華路212號前(台1線70.1公里),新竹縣政府警察局,竹北分局,121.00229,24.83119,南北雙向,50
新竹縣,竹北市,中華路與鳳岡路口北上,新竹縣政府警察局,竹北分局,121.00296,24.85749,南往北,50
新竹縣,竹北市,竹北市興隆路與莊敬南路口(新竹地方法院前),新竹縣政府警察局,竹北分局,121.01766,24.81264,東西雙向,50
新竹縣,竹北市,自強南路與文興路口,新竹縣政府警察局,竹北分局,121.02348,24.81359,南北雙向,50
新竹縣,竹北市,竹北市自強北路與十興路口,新竹縣政府警察局,竹北分局,121.0333,24.82608,南北雙向,50
新竹縣,竹北市,竹北市光明六路東二段與嘉豐南路一段口,新竹縣政府警察局,竹北分局,121.03502,24.81272,西往東,50
新竹縣,竹北市,東興路二段198號前,新竹縣政府警察局,竹北分局,121.05292,24.7996,東西雙向,60
新竹縣,竹北市,東興路二段316號前(120線7.1公里),新竹縣政府警察局,竹北分局,121.05449,24.7978,東西雙向,60
新竹縣,竹東鎮,公道路616號前,新竹縣政府警察局,竹東分局,121.03028,24.78785,東往西,50
新竹縣,竹東鎮,台68線12公里處,新竹縣政府警察局,竹東分局,121.0357,24.79509,東往西,90
新竹縣,竹東鎮,台68線12.3公里處,新竹縣政府警察局,竹東分局,121.03848,24.7936,西往東,90
新竹縣,竹東鎮,中興路一段與中興路一段229巷口,新竹縣政府警察局,,121.07032,24.75611,東西雙向,50
新竹縣,竹東鎮,中興路一段94-2號,新竹縣政府警察局,竹東分局,121.0755,24.7525,北往南,50
新竹縣,竹東鎮,中豐路三段老爺山莊路口,新竹縣政府警察局,竹東分局,121.07848,24.72385,南往北,50
新竹縣,竹東鎮,台68線竹東匝道口與北興路三段,新竹縣政府警察局,竹東分局,121.08011,24.74986,北往南,50
新竹縣,竹東鎮,中豐路與台68線路口,新竹縣政府警察局,竹東分局,121.10155,24.72303,東西雙向,50
新竹縣,新埔鎮,褒忠路與文山路犁頭山段口,新竹縣政府警察局,新埔分局,121.0363,24.83044,南北雙向,40
新竹縣,新埔鎮,文山路亞東段1008號,新竹縣政府警察局,新埔分局,121.05023,24.826906,東西雙向,50
新竹縣,新埔鎮,文山路亞東段369號,新竹縣政府警察局,新埔分局,121.05772,24.82536,東往西,50
新竹縣,新埔鎮,楊新路楊新路一段322號,新竹縣政府警察局,新埔分局,121.08766,24.83135,東往西,50
新竹縣,新埔鎮,新關路五埔段與1046巷口,新竹縣政府警察局,新埔分局,121.09389,24.822088,西往東,60
新竹縣,關西鎮,石岡子路736號,新竹縣政府警察局,新埔分局,121.11576,24.81598,東往西,60
新竹縣,關西鎮,大同茅仔埔5鄰35號,新竹縣政府警察局,新埔分局,121.14964,24.80531,東往西,50
新竹縣,關西鎮,台3線62.1公里,新竹縣政府警察局,新埔分局,121.17272,24.76347,南往北,50
新竹縣,關西鎮,中豐公路與十六張路口,新竹縣政府警察局,新埔分局,121.17615,24.77501,南北雙向,50
新竹縣,關西鎮,中豐公路與中山東路口,新竹縣政府警察局,新埔分局,121.18603,24.78851,南北雙向,60
新竹縣,關西鎮,中豐公路牛欄河6鄰63號,新竹縣政府警察局,新埔分局,121.19964,24.81258,南北雙向,60
新竹縣,湖口鄉,新興路與中華路口,新竹縣政府警察局,新湖分局,121.0071,24.87972,南北雙向,60
新竹縣,湖口鄉,成功路與三元路路口,新竹縣政府警察局,新湖分局,121.02174,24.889975,南北雙向,60
新竹縣,湖口鄉,八德路一段35號前(台1線61公里),新竹縣政府警察局,新湖分局,121.02363,24.88507,南北雙向,60
新竹縣,湖口鄉,八德路一段與中山路一段口,新竹縣政府警察局,新湖分局,121.03597,24.88042,南北雙向,60
新竹縣,湖口鄉,中山路一段與忠義路口,新竹縣政府警察局,新湖分局,121.03979,24.88783,南北雙向,50
新竹縣,湖口鄉,中山路一段與達生路口,新竹縣政府警察局,新湖分局,121.04233,24.89645,南北雙向,50
新竹縣,湖口鄉,八德路二段579號前,新竹縣政府警察局,新湖分局,121.08199,24.88637,南北雙向,60
新竹縣,新豐鄉,台15線鳳鼻隧道,新竹縣政府警察局,新湖分局,120.95467,24.87992,南北雙向(區間測速),60
新竹縣,新豐鄉,台61線60.1公里處,新竹縣政府警察局,新湖分局,120.96891,24.8989,南北雙向,90
新竹縣,新豐鄉,台15線64.4公里處,新竹縣政府警察局,新湖分局,120.98484,24.91873,南北雙向,60
新竹縣,新豐鄉,台15線62.8公里處,新竹縣政府警察局,新湖分局,120.99114,24.9264,南北雙向,60
新竹縣,新豐鄉,濱海公路埔和村189號之1,新竹縣政府警察局,新湖分局,120.9964,24.93193,南北雙向,60
新竹縣,芎林鄉,富林路三段與光明路口,新竹縣政府警察局,橫山分局,121.06951,24.78052,東西雙向,60
新竹縣,芎林鄉,文德路6號,新竹縣政府警察局,橫山分局,121.07385,24.77466,南北雙向,60
新竹縣,芎林鄉,文德路259號,新竹縣政府警察局,橫山分局,121.07964,24.7843,北往南,50
新竹縣,芎林鄉,竹120線11.5公里竹林交流道北上匝道口,新竹縣政府警察局,橫山分局,121.08224,24.76567,東往西,60
新竹縣,芎林鄉,富林路一段518號,新竹縣政府警察局,橫山分局,121.10885,24.74125,南北雙向,60
新竹縣,橫山鄉,中豐路一段與站前街口,新竹縣政府警察局,橫山分局,121.11664,24.72037,東西雙向,60
新竹縣,橫山鄉,中豐路與中豐路二段12巷口,新竹縣政府警察局,橫山分局,121.12524,24.72474,南北雙向,60
新竹縣,橫山鄉,中豐路三段139號,新竹縣政府警察局,橫山分局,121.16245,24.7405,北往南,50
新竹縣,寶山鄉,竹47-1線4.1公里,新竹縣政府警察局,竹東分局,120.95915,24.74368,北往南,50
新竹縣,寶山鄉,雙園路二段與雙園二街口,新竹縣政府警察局,竹東分局,120.99763,24.76755,北往南,50
新竹縣,寶山鄉,三峰路二段8號,新竹縣政府警察局,竹東分局,121.00037,24.74614,南往北,40
新竹縣,寶山鄉,寶山路二段竹83線0.8公里,新竹縣政府警察局,竹東分局,121.01968,24.75126,北往南,40
新竹縣,寶山鄉,寶山路一段228號,新竹縣政府警察局,竹東分局,121.03269,24.72859,南往北,40
新竹縣,峨眉鄉,台3線91.2公里,新竹縣政府警察局,竹東分局,120.9788,24.69473,西往東,60
新竹縣,峨眉鄉,台3線89.6公里,新竹縣政府警察局,竹東分局,120.99114,24.69997,南往北,60
新竹縣,峨眉鄉,台3線89.4公里,新竹縣政府警察局,竹東分局,120.99424,24.70087,北往南,60
新竹縣,峨眉鄉,中豐公路中興中盛村路口,新竹縣政府警察局,竹東分局,121.03163,24.69168,北往南,60
新竹縣,峨眉鄉,台3線82.2公里至84.3公里,新竹縣政府警察局,竹東分局,121.04712,24.70351,南北雙向(區間測速),60
